,YEAR_DATE,CARRIER,ORIGIN,ORIGINSTATE,DEST,DEST_STATE_ABR,DEPDELAY,TAXI_OUT,TAXI_IN,ARRDELAY,AIR_TIME,DISTANCE
4884837,2008,FL,BWI,MD,BOS,MA,-13.0,8.0,8.0,-17.0,63.0,370.0
145910,2015,OO,MSY,LA,IAH,TX,-2.0,10.0,9.0,-7.0,55.0,305.0
2814077,2010,B6,IAD,VA,JFK,NY,20.0,21.0,6.0,18.0,55.0,228.0
1672955,2005,CO,IAH,TX,CLE,OH,-3.0,16.0,5.0,-20.0,126.0,1091.0
3684171,2011,WN,SJC,CA,SNA,CA,-3.0,10.0,5.0,-7.0,61.0,342.0
3755124,2013,WN,MCO,FL,BWI,MD,-1.0,11.0,6.0,-6.0,108.0,787.0
4423642,2008,OO,DSM,IA,ORD,IL,50.0,11.0,5.0,35.0,51.0,299.0
3365742,2008,DL,CVG,KY,DEN,CO,-3.0,15.0,6.0,-3.0,145.0,1069.0
1115074,2003,UA,PIT,PA,ORD,IL,-4.0,12.0,9.0,-4.0,68.0,412.0
699326,1995,US,PHL,PA,ORD,IL,-1.0,9.0,5.0,-22.0,106.0,678.0
2737258,1996,DL,LIT,AR,CVG,KY,0.0,10.0,5.0,-10.0,72.0,513.0
4419051,2002,CO,LAX,CA,CLE,OH,-6.0,19.0,4.0,-19.0,223.0,2053.0
1833309,2013,WN,BHM,AL,MCO,FL,14.0,8.0,19.0,2.0,66.0,479.0
558829,1997,UA,LAX,CA,LAS,NV,14.0,18.0,4.0,18.0,38.0,236.0
4571367,2006,OO,MCI,MO,SLC,UT,-5.0,26.0,8.0,7.0,142.0,919.0
2657110,2002,WN,DTW,MI,BNA,TN,90.0,13.0,6.0,87.0,73.0,457.0
1994567,2005,WN,MDW,IL,MCI,MO,0.0,10.0,4.0,-3.0,63.0,405.0
1369472,2004,DL,SNA,CA,CVG,KY,10.0,28.0,7.0,19.0,231.0,1877.0
3026876,2008,AA,ORD,IL,LGA,NY,-5.0,13.0,4.0,-18.0,95.0,733.0
656612,2013,B6,JFK,NY,BQN,PR,-5.0,14.0,8.0,-2.0,200.0,1576.0
537921,2012,OO,CLE,OH,DEN,CO,180.0,20.0,10.0,178.0,171.0,1201.0
1006613,1998,US,PIT,PA,DFW,TX,8.0,13.0,5.0,-11.0,155.0,1068.0
377974,2003,WN,MCO,FL,MSY,LA,0.0,10.0,2.0,-10.0,88.0,550.0
2887396,2002,WN,HOU,TX,MSY,LA,0.0,7.0,4.0,0.0,49.0,303.0
1548862,2007,9E,DTW,MI,MLI,IL,-5.0,33.0,4.0,0.0,57.0,373.0
2468972,2009,DL,ATL,GA,PBI,FL,-4.0,12.0,7.0,0.0,84.0,545.0
436058,2015,EV,ATL,GA,AGS,GA,0.0,26.0,4.0,5.0,32.0,143.0
2630578,2009,WN,PHX,AZ,PDX,OR,11.0,9.0,2.0,-12.0,151.0,1009.0
3756137,2005,DL,LAX,CA,CVG,KY,-1.0,25.0,5.0,3.0,223.0,1900.0
4684777,1995,WN,SJC,CA,LAS,NV,0.0,15.0,3.0,0.0,52.0,387.0
1703889,1995,WN,ELP,TX,DAL,TX,0.0,5.0,3.0,0.0,77.0,562.0
783690,2009,UA,SFO,CA,PHL,PA,-3.0,14.0,5.0,-25.0,282.0,2521.0
3093917,2004,UA,PBI,FL,ORD,IL,-8.0,21.0,7.0,-2.0,173.0,1144.0
3504323,1995,AA,BUR,CA,DFW,TX,-2.0,11.0,12.0,-10.0,151.0,1231.0
4457013,2002,US,MCI,MO,CLT,NC,-3.0,9.0,4.0,6.0,123.0,809.0
1241729,2008,US,PHX,AZ,OMA,NE,12.0,28.0,6.0,17.0,135.0,1037.0
2170364,2009,CO,SEA,WA,IAH,TX,-5.0,6.0,3.0,-8.0,231.0,1874.0
2296926,2011,OO,RNO,NV,SLC,UT,-3.0,11.0,4.0,-5.0,64.0,422.0
2821201,2010,DL,JFK,NY,DTW,MI,20.0,22.0,9.0,-4.0,89.0,508.0
4340640,1997,DL,FLL,FL,ATL,GA,6.0,10.0,7.0,7.0,89.0,581.0
1933311,2011,AA,MCO,FL,MIA,FL,-8.0,26.0,4.0,-16.0,37.0,193.0
3300261,2011,WN,BHM,AL,SDF,KY,21.0,8.0,2.0,13.0,52.0,323.0
416774,2009,AA,JAX,FL,DFW,TX,-2.0,12.0,8.0,5.0,147.0,919.0
4919596,2006,WN,BNA,TN,LAX,CA,-2.0,11.0,8.0,-1.0,232.0,1797.0
3258466,2008,AA,LAS,NV,MIA,FL,-3.0,14.0,11.0,-3.0,255.0,2175.0
4857378,2013,9E,ROC,NY,JFK,NY,8.0,14.0,12.0,-3.0,52.0,264.0
552535,2004,CO,TPA,FL,EWR,NJ,7.0,13.0,5.0,1.0,138.0,998.0
1857646,2010,US,MSY,LA,CLT,NC,0.0,11.0,5.0,-5.0,85.0,651.0
4643592,2000,NW,MSP,MN,ORD,IL,-1.0,15.0,3.0,-15.0,59.0,334.0
1276959,2005,DL,CVG,KY,ABQ,NM,-2.0,16.0,5.0,10.0,186.0,1240.0
468108,2011,DL,ATL,GA,MCI,MO,-6.0,19.0,5.0,-11.0,113.0,692.0
3020028,1997,CO,MSY,LA,IAH,TX,-4.0,7.0,4.0,-5.0,53.0,305.0
4672305,2005,US,GSO,NC,CLT,NC,-8.0,14.0,3.0,-14.0,21.0,83.0
3690821,2001,WN,SJC,CA,BUR,CA,17.0,20.0,2.0,21.0,42.0,297.0
1390714,2011,EV,ATL,GA,AVL,NC,16.0,10.0,3.0,9.0,32.0,164.0
4624034,2003,US,DCA,VA,PIT,PA,-5.0,16.0,5.0,-2.0,41.0,205.0
4536194,2011,DL,CHS,SC,ATL,GA,-3.0,15.0,11.0,-21.0,45.0,259.0
561836,2006,CO,SFO,CA,IAH,TX,-4.0,11.0,9.0,-18.0,191.0,1635.0
1028160,1998,WN,LAS,NV,RNO,NV,0.0,9.0,4.0,-2.0,55.0,345.0
4835957,1998,AA,MIA,FL,DFW,TX,18.0,19.0,7.0,10.0,149.0,1121.0
3770588,2000,DL,CMH,OH,FLL,FL,4.0,9.0,4.0,3.0,141.0,972.0
3185769,2009,MQ,CID,IA,DFW,TX,7.0,23.0,4.0,10.0,106.0,685.0
742245,2005,AA,LAX,CA,DFW,TX,-2.0,16.0,12.0,-7.0,151.0,1235.0
2178326,1995,AS,LAX,CA,PDX,OR,0.0,5.0,7.0,7.0,130.0,834.0
377809,2001,CO,LGA,NY,MCO,FL,-7.0,45.0,4.0,7.0,148.0,950.0
2698604,2004,OO,SLC,UT,GJT,CO,0.0,22.0,3.0,13.0,50.0,217.0
3490971,2001,WN,CMH,OH,STL,MO,0.0,6.0,2.0,-15.0,62.0,410.0
1009135,2008,US,PBI,FL,CLT,NC,4.0,8.0,3.0,-3.0,94.0,590.0
899414,2003,AS,SAN,CA,PDX,OR,-10.0,11.0,5.0,-1.0,152.0,933.0
203593,2007,NW,TPA,FL,IND,IN,-7.0,11.0,11.0,-4.0,120.0,838.0
4475057,1996,DL,LAS,NV,LAX,CA,0.0,54.0,5.0,36.0,46.0,236.0
3241038,2012,EV,AEX,LA,ATL,GA,-3.0,8.0,6.0,-12.0,72.0,500.0
1641670,2006,AA,EWR,NJ,LAX,CA,26.0,38.0,8.0,74.0,358.0,2454.0
2964251,2001,UA,DEN,CO,ORD,IL,3.0,22.0,10.0,-5.0,106.0,888.0
2969612,2008,9E,RDU,NC,IND,IN,54.0,21.0,20.0,55.0,75.0,489.0
787947,2007,WN,SJC,CA,ONT,CA,-3.0,13.0,4.0,-4.0,52.0,334.0
336969,2010,HA,KOA,HI,HNL,HI,-3.0,7.0,5.0,-4.0,29.0,163.0
1369631,1998,WN,LAS,NV,LAX,CA,0.0,17.0,19.0,17.0,46.0,236.0
1870545,2010,WN,DEN,CO,IND,IN,-2.0,18.0,5.0,-19.0,115.0,977.0
2573173,2008,UA,PIT,PA,DEN,CO,-4.0,25.0,9.0,23.0,197.0,1290.0
3996854,2005,XE,IAH,TX,STL,MO,-2.0,11.0,4.0,-25.0,97.0,668.0
4403427,1997,TW,STL,MO,JAN,MS,0.0,10.0,4.0,-10.0,65.0,444.0
4896318,2005,NW,IAH,TX,DTW,MI,4.0,17.0,25.0,9.0,126.0,1076.0
1528983,1999,AA,BDL,CT,DFW,TX,-4.0,6.0,30.0,-16.0,212.0,1471.0
3730304,2016,F9,MCO,FL,ATL,GA,-5.0,13.0,7.0,-22.0,60.0,404.0
1271585,2003,XE,IAH,TX,MAF,TX,-5.0,11.0,3.0,-15.0,65.0,429.0
109391,2001,WN,SMF,CA,LAX,CA,13.0,7.0,10.0,15.0,60.0,373.0
1697130,2010,AA,COS,CO,DFW,TX,-3.0,16.0,8.0,-6.0,88.0,592.0
3020688,2008,MQ,SNA,CA,SJC,CA,-1.0,5.0,2.0,-15.0,59.0,342.0
347605,2000,HP,SNA,CA,LAS,NV,-4.0,10.0,6.0,-4.0,46.0,226.0
1192724,2015,DL,ATL,GA,SAV,GA,53.0,46.0,4.0,76.0,42.0,214.0
1490937,2015,EV,CRP,TX,IAH,TX,-10.0,7.0,9.0,-19.0,40.0,201.0
2471378,2004,OH (1),DCA,VA,JAX,FL,-1.0,13.0,7.0,7.0,99.0,634.0
3057597,2010,UA,CMH,OH,DEN,CO,-8.0,9.0,5.0,-36.0,163.0,1155.0
434514,2008,AA,MEM,TN,DFW,TX,-4.0,16.0,8.0,-13.0,62.0,432.0
239158,2014,US,ROC,NY,CLT,NC,-1.0,43.0,5.0,3.0,84.0,573.0
1314700,1996,WN,SJC,CA,PDX,OR,5.0,11.0,5.0,2.0,86.0,569.0
1525273,2009,EV,BTR,LA,ATL,GA,-2.0,8.0,27.0,9.0,64.0,449.0
3622356,2013,US,DFW,TX,PHL,PA,24.0,8.0,3.0,-7.0,138.0,1303.0
4327417,2007,B6,SJC,CA,BOS,MA,-9.0,12.0,3.0,-7.0,311.0,2689.0
3421906,2016,WN,PHX,AZ,SLC,UT,37.0,7.0,6.0,29.0,69.0,507.0
970081,2004,MQ,SJC,CA,SAN,CA,0.0,14.0,2.0,-2.0,62.0,418.0
2880246,2005,NW,DTW,MI,DEN,CO,10.0,12.0,7.0,5.0,155.0,1123.0
2623760,2011,UA,LAX,CA,JFK,NY,-3.0,11.0,4.0,-26.0,275.0,2475.0
2496142,2014,UA,BOS,MA,ORD,IL,-5.0,13.0,13.0,-18.0,126.0,867.0
1478818,2003,US,FLL,FL,DCA,VA,-2.0,13.0,10.0,-2.0,117.0,899.0
2371287,2006,WN,AUS,TX,BNA,TN,-4.0,7.0,24.0,10.0,103.0,756.0
4628904,2004,MQ,SJT,TX,DFW,TX,-4.0,15.0,7.0,-1.0,38.0,228.0
3625627,2013,DL,DCA,VA,ATL,GA,-6.0,15.0,7.0,-14.0,78.0,547.0
302425,2007,NW,ORD,IL,MSP,MN,-4.0,20.0,6.0,-3.0,63.0,334.0
4192629,2004,DH,AZO,MI,ORD,IL,-2.0,17.0,7.0,10.0,38.0,122.0
4342090,2010,WN,SJC,CA,SAN,CA,0.0,8.0,3.0,3.0,67.0,418.0
1703233,2003,DL,ATL,GA,MOB,AL,23.0,63.0,4.0,66.0,47.0,302.0
1070220,2007,YV,ATW,WI,ORD,IL,-4.0,9.0,6.0,-13.0,34.0,160.0
2943536,2012,AA,IAH,TX,MIA,FL,9.0,9.0,17.0,10.0,120.0,964.0
4706053,2012,OO,SLC,UT,CDC,UT,-4.0,12.0,4.0,-5.0,49.0,221.0
2519278,2008,NW,ORD,IL,MSP,MN,-4.0,13.0,8.0,-11.0,65.0,334.0
926171,1999,NW,MSP,MN,LAX,CA,-3.0,27.0,14.0,-40.0,171.0,1536.0
4837478,2000,DL,HNL,HI,ATL,GA,10.0,18.0,8.0,16.0,475.0,4502.0
4871540,2007,AA,DCA,VA,MIA,FL,19.0,12.0,7.0,24.0,133.0,920.0
4483323,1996,WN,HOU,TX,SAT,TX,0.0,9.0,2.0,2.0,36.0,192.0
1447516,2010,DL,SNA,CA,MSP,MN,33.0,33.0,8.0,30.0,178.0,1522.0
3407355,1996,TW,SAN,CA,ONT,CA,1.0,13.0,4.0,2.0,21.0,94.0
492448,2008,WN,LAX,CA,MCI,MO,97.0,9.0,5.0,95.0,179.0,1363.0
4654042,2006,AA,MIA,FL,MCO,FL,-1.0,8.0,6.0,-8.0,37.0,193.0
3408614,2007,MQ,LRD,TX,DFW,TX,0.0,9.0,11.0,2.0,62.0,396.0
2402729,2011,MQ,CLE,OH,ORD,IL,20.0,21.0,7.0,21.0,58.0,315.0
1622884,2000,UA,LGA,NY,DEN,CO,44.0,20.0,8.0,56.0,225.0,1619.0
3329181,1998,UA,LAX,CA,SEA,WA,-2.0,14.0,6.0,-5.0,119.0,954.0
1059619,2011,DL,LGA,NY,ATL,GA,-5.0,20.0,7.0,-4.0,125.0,762.0
1306756,2015,EV,ATL,GA,OMA,NE,9.0,16.0,6.0,0.0,108.0,821.0
4714168,2010,XE,CMH,OH,EWR,NJ,-8.0,12.0,11.0,5.0,77.0,462.0
1370025,1998,TW,DFW,TX,STL,MO,-3.0,14.0,7.0,-17.0,80.0,550.0
625350,2004,AA,PHL,PA,ORD,IL,-4.0,27.0,8.0,-3.0,110.0,678.0
172022,2012,WN,AUS,TX,HRL,TX,21.0,7.0,3.0,14.0,48.0,273.0
702607,2005,XE,SDF,KY,IAH,TX,-8.0,26.0,6.0,-14.0,114.0,788.0
1189094,2001,DL,PVD,RI,ATL,GA,3.0,21.0,10.0,8.0,152.0,903.0
470153,2005,UA,ORD,IL,TPA,FL,-7.0,48.0,5.0,14.0,126.0,1012.0
2141999,2015,MQ,DFW,TX,MLU,LA,44.0,52.0,6.0,81.0,43.0,293.0
352427,2016,VX,EWR,NJ,LAX,CA,-1.0,16.0,7.0,-10.0,313.0,2454.0
3455785,2001,WN,RNO,NV,SEA,WA,0.0,12.0,3.0,6.0,96.0,564.0
1215208,1998,AA,ORD,IL,BOS,MA,7.0,17.0,7.0,16.0,133.0,867.0
3717465,2012,OO,BNA,TN,MEM,TN,-1.0,21.0,9.0,0.0,38.0,200.0
2889706,2012,WN,PHX,AZ,OMA,NE,-1.0,12.0,4.0,6.0,141.0,1037.0
1848531,2015,EV,CLE,OH,ORD,IL,-6.0,19.0,11.0,-4.0,64.0,315.0
2678716,2003,NW,DTW,MI,GRB,WI,-3.0,20.0,3.0,3.0,57.0,288.0
3406549,2009,WN,BUF,NY,BWI,MD,4.0,9.0,8.0,2.0,51.0,281.0
1798998,1997,AA,DEN,CO,ORD,IL,3.0,30.0,5.0,18.0,118.0,888.0
4992576,2014,EV,PHF,VA,ATL,GA,-7.0,25.0,15.0,11.0,92.0,508.0
1198451,1997,UA,ORD,IL,CID,IA,0.0,9.0,6.0,-9.0,34.0,196.0
3682616,1995,UA,ORD,IL,HVN,CT,3.0,15.0,3.0,12.0,110.0,778.0
3701460,2008,B6,BUF,NY,JFK,NY,-3.0,14.0,8.0,2.0,64.0,301.0
640258,2004,WN,BDL,CT,BWI,MD,0.0,8.0,3.0,-8.0,51.0,283.0
4126626,2003,CO,MCO,FL,EWR,NJ,-9.0,14.0,14.0,-17.0,113.0,938.0
2701585,2009,US,PHX,AZ,LIH,HI,1.0,21.0,5.0,0.0,373.0,2979.0
1464144,2002,WN,TPA,FL,IND,IN,0.0,5.0,5.0,-15.0,115.0,838.0
4667640,2005,WN,ONT,CA,PHX,AZ,0.0,5.0,5.0,0.0,55.0,325.0
3363161,1997,UA,ORD,IL,ICT,KS,-1.0,11.0,6.0,-6.0,85.0,588.0
2271749,1995,UA,MIA,FL,ORD,IL,18.0,19.0,4.0,4.0,155.0,1197.0
3760254,2016,AA,MIA,FL,EWR,NJ,-2.0,19.0,8.0,-23.0,134.0,1085.0
3440085,1996,WN,STL,MO,MDW,IL,5.0,14.0,3.0,3.0,41.0,251.0
4332560,2003,WN,MCO,FL,JAN,MS,0.0,11.0,5.0,5.0,89.0,587.0
1504447,1995,CO,GSO,NC,FLL,FL,-4.0,14.0,3.0,-4.0,103.0,690.0
1200728,2012,HA,ITO,HI,HNL,HI,-10.0,7.0,5.0,-11.0,36.0,216.0
444188,2005,US,IAD,VA,CLT,NC,-2.0,18.0,6.0,-9.0,48.0,321.0
3811497,2016,DL,JFK,NY,BOS,MA,-3.0,26.0,5.0,-3.0,47.0,187.0
850898,2016,HA,LIH,HI,HNL,HI,-9.0,7.0,6.0,-10.0,20.0,102.0
3044882,2012,WN,MCO,FL,MHT,NH,89.0,14.0,5.0,106.0,173.0,1142.0
706122,2013,AA,DFW,TX,BNA,TN,5.0,10.0,6.0,-5.0,84.0,631.0
4554009,2002,DL,ORD,IL,ATL,GA,0.0,18.0,8.0,-5.0,83.0,606.0
1668305,2015,NK,LAX,CA,DTW,MI,84.0,14.0,7.0,78.0,225.0,1979.0
2348076,2009,CO,TPA,FL,IAH,TX,-4.0,13.0,7.0,-9.0,107.0,787.0
1144479,2001,UA,ROC,NY,ORD,IL,-2.0,14.0,3.0,-15.0,77.0,528.0
2250412,2001,WN,BWI,MD,BDL,CT,0.0,7.0,3.0,-7.0,48.0,283.0
1208786,2008,DL,SLC,UT,CVG,KY,-4.0,25.0,5.0,-6.0,180.0,1449.0
1696118,2006,DL,LGA,NY,DCA,VA,0.0,29.0,4.0,5.0,38.0,214.0
3265479,2015,EV,IAH,TX,ELP,TX,-6.0,26.0,3.0,-2.0,101.0,667.0
802114,2004,DL,ATL,GA,SAV,GA,-2.0,18.0,4.0,-4.0,36.0,215.0
2790076,2009,WN,MDW,IL,DTW,MI,99.0,16.0,9.0,106.0,47.0,229.0
4619312,1998,AA,DCA,VA,DFW,TX,-2.0,15.0,11.0,-4.0,171.0,1192.0
1017047,2004,MQ,MKE,WI,ORD,IL,15.0,14.0,8.0,17.0,19.0,67.0
2656597,2016,WN,TPA,FL,MEM,TN,-4.0,12.0,4.0,-20.0,88.0,655.0
1753087,2016,EV,TYS,TN,ORD,IL,-11.0,20.0,8.0,-15.0,78.0,475.0
4431638,2016,DL,LGA,NY,ATL,GA,0.0,33.0,8.0,-2.0,120.0,762.0
114618,1999,WN,ABQ,NM,LAS,NV,14.0,6.0,5.0,5.0,65.0,487.0
2603822,2004,WN,BNA,TN,CLE,OH,0.0,10.0,2.0,12.0,80.0,448.0
2299392,1996,DL,CVG,KY,SEA,WA,20.0,16.0,5.0,29.0,276.0,1964.0
1641903,1997,TW,STL,MO,JFK,NY,-1.0,11.0,7.0,20.0,148.0,892.0
751518,2005,WN,BNA,TN,MDW,IL,0.0,10.0,5.0,10.0,75.0,395.0
170022,1998,US,PHL,PA,MHT,NH,-7.0,14.0,9.0,7.0,60.0,290.0
624067,2002,AA,PHL,PA,DFW,TX,-5.0,13.0,9.0,-7.0,196.0,1302.0
4421897,2005,MQ,ORD,IL,SDF,KY,0.0,38.0,5.0,20.0,44.0,286.0
4043398,1999,NW,MBS,MI,MSP,MN,2.0,8.0,3.0,0.0,86.0,463.0
4119830,2003,EV,MGM,AL,ATL,GA,-10.0,28.0,9.0,9.0,40.0,147.0
624624,2000,US,MYR,SC,CLT,NC,-5.0,6.0,3.0,-11.0,34.0,156.0
334240,2006,WN,MDW,IL,HOU,TX,-1.0,18.0,3.0,-16.0,124.0,937.0
4512823,2013,VX,SFO,CA,DFW,TX,-9.0,13.0,9.0,-7.0,180.0,1464.0
762340,2015,EV,DTW,MI,PIA,IL,-4.0,14.0,8.0,-16.0,55.0,346.0
9199,2008,US,CLT,NC,BNA,TN,38.0,21.0,4.0,34.0,51.0,329.0
2635572,2001,CO,AUS,TX,IAH,TX,-3.0,10.0,3.0,1.0,42.0,140.0
571232,2011,WN,BWI,MD,CLE,OH,5.0,11.0,6.0,1.0,49.0,314.0
1947314,2008,OO,BIL,MT,SLC,UT,-4.0,6.0,5.0,-13.0,58.0,387.0
1331483,2013,MQ,DFW,TX,SHV,LA,104.0,13.0,4.0,98.0,32.0,190.0
3899290,2007,AA,MIA,FL,PHL,PA,57.0,61.0,11.0,104.0,140.0,1013.0
2560377,1995,HP,PHX,AZ,TUS,AZ,0.0,13.0,3.0,-2.0,24.0,110.0
896202,1995,US,MCO,FL,IAD,VA,0.0,12.0,3.0,0.0,109.0,758.0
4499647,2008,WN,SJC,CA,SNA,CA,1.0,9.0,5.0,-2.0,58.0,342.0
4401110,2000,DL,ATL,GA,TLH,FL,7.0,28.0,4.0,8.0,36.0,223.0
1212296,2011,FL,ATL,GA,FNT,MI,2.0,10.0,5.0,-6.0,85.0,645.0
765761,2000,TW,STL,MO,MCO,FL,26.0,13.0,6.0,22.0,120.0,881.0
2278275,2007,9E,DCA,VA,IND,IN,-5.0,8.0,8.0,-20.0,79.0,499.0
12181,2014,OO,MRY,CA,PHX,AZ,-2.0,11.0,13.0,-1.0,85.0,598.0
1045316,2010,OH (1),CVG,KY,LGA,NY,0.0,19.0,9.0,1.0,92.0,585.0
3848382,2007,US,PHX,AZ,SNA,CA,8.0,26.0,8.0,16.0,54.0,338.0
4132782,2014,AA,STX,VI,MIA,FL,-11.0,18.0,31.0,15.0,164.0,1139.0
2792829,2011,DL,ATL,GA,JAX,FL,7.0,11.0,5.0,-7.0,41.0,270.0
773919,2008,OH (1),BOS,MA,CMH,OH,-6.0,22.0,6.0,-7.0,117.0,640.0
2891513,2010,YV,PHX,AZ,LGB,CA,-4.0,13.0,5.0,-7.0,58.0,355.0
1686734,2006,US,TPA,FL,CLT,NC,-8.0,9.0,4.0,-21.0,70.0,508.0
2074196,2005,OO,SLC,UT,BZN,MT,-5.0,33.0,5.0,28.0,79.0,347.0
4804064,2003,EV,ATL,GA,PIA,IL,0.0,7.0,3.0,-15.0,83.0,564.0
1343130,2000,CO,BOS,MA,IAH,TX,-2.0,33.0,17.0,19.0,222.0,1597.0
994329,2015,WN,LAS,NV,SJC,CA,1.0,16.0,4.0,0.0,59.0,386.0
2426137,1999,WN,HOU,TX,SAT,TX,18.0,5.0,3.0,11.0,35.0,192.0
1431012,2004,DL,BDL,CT,CVG,KY,-5.0,17.0,7.0,-18.0,94.0,661.0
914022,2011,WN,HOU,TX,DAL,TX,-3.0,8.0,4.0,-2.0,44.0,239.0
4812267,2012,OO,SLC,UT,DEN,CO,-1.0,12.0,9.0,-8.0,62.0,391.0
1894305,1998,DL,CLT,NC,ATL,GA,28.0,51.0,8.0,82.0,69.0,227.0
2743338,2012,MQ,DFW,TX,GSO,NC,18.0,12.0,2.0,4.0,117.0,999.0
3176688,1999,NW,DTW,MI,SEA,WA,3.0,26.0,5.0,1.0,257.0,1927.0
4936317,2014,US,FLL,FL,CLT,NC,-5.0,12.0,4.0,-11.0,102.0,631.0
76038,2001,WN,OAK,CA,SAN,CA,5.0,7.0,3.0,6.0,71.0,446.0
216675,2005,MQ,LGA,NY,DCA,VA,-5.0,45.0,5.0,9.0,40.0,214.0
4257543,1998,UA,ORD,IL,TPA,FL,5.0,14.0,4.0,3.0,126.0,1012.0
2466248,2012,AS,KTN,AK,JNU,AK,-2.0,8.0,3.0,-11.0,41.0,234.0
4988041,2016,AA,CLT,NC,DCA,VA,-2.0,26.0,1.0,-8.0,51.0,331.0
357744,2008,DL,PDX,OR,ATL,GA,2.0,12.0,10.0,-4.0,243.0,2172.0
3793979,2013,WN,LBB,TX,DAL,TX,-1.0,7.0,3.0,-2.0,49.0,293.0
1751978,2002,UA,SFO,CA,SAN,CA,0.0,10.0,2.0,-6.0,69.0,447.0
3148800,2008,WN,LAS,NV,OAK,CA,28.0,14.0,6.0,30.0,72.0,407.0
4554164,2009,WN,BNA,TN,BWI,MD,-5.0,7.0,5.0,-18.0,80.0,588.0
4705781,2011,XE,MSN,WI,DEN,CO,-9.0,15.0,14.0,-16.0,135.0,826.0
736472,2010,HA,LIH,HI,HNL,HI,16.0,8.0,7.0,22.0,21.0,102.0
1811680,2004,DH,IAD,VA,GSO,NC,-6.0,62.0,3.0,26.0,46.0,239.0
1749268,2015,UA,LAX,CA,JFK,NY,-7.0,22.0,8.0,-5.0,298.0,2475.0
4051333,2003,DL,ATL,GA,BHM,AL,-3.0,19.0,4.0,-9.0,26.0,134.0
1608688,2009,US,RNO,NV,PHX,AZ,-5.0,12.0,4.0,-6.0,82.0,601.0
2747928,2005,EV,LIT,AR,ATL,GA,12.0,13.0,7.0,17.0,75.0,453.0
2270370,2001,US,PHL,PA,MCI,MO,15.0,23.0,6.0,-6.0,141.0,1038.0
4072885,2008,WN,LAS,NV,SFO,CA,18.0,12.0,5.0,3.0,68.0,414.0
4432936,2014,DL,ATL,GA,MCO,FL,0.0,16.0,84.0,97.0,93.0,404.0
4805597,1995,UA,IAD,VA,LGA,NY,3.0,19.0,4.0,5.0,47.0,229.0
2775250,2003,AA,DFW,TX,IAD,VA,1.0,18.0,4.0,-21.0,132.0,1172.0
2001983,2011,WN,MCO,FL,PVD,RI,28.0,8.0,4.0,3.0,133.0,1072.0
4573279,2005,NW,FSD,SD,MSP,MN,-2.0,9.0,4.0,-9.0,32.0,197.0
3448841,1996,UA,LAX,CA,SFO,CA,71.0,12.0,3.0,66.0,55.0,337.0
2861907,2006,US,CLT,NC,DCA,VA,1.0,11.0,3.0,-7.0,55.0,331.0
4952156,2015,AA,SAN,CA,DFW,TX,-8.0,24.0,11.0,-19.0,133.0,1171.0
4653525,2012,OO,MCI,MO,DEN,CO,20.0,8.0,6.0,1.0,78.0,533.0
245422,2003,NW,RAP,SD,MSP,MN,12.0,14.0,8.0,16.0,66.0,490.0
1194509,2004,DL,DEN,CO,SLC,UT,-1.0,14.0,4.0,-3.0,64.0,390.0
1616813,2007,OO,MCI,MO,PIT,PA,-8.0,11.0,6.0,-29.0,92.0,773.0
4090036,2008,XE,BNA,TN,IAH,TX,-3.0,7.0,21.0,3.0,106.0,657.0
4410509,2004,FL,MCI,MO,ATL,GA,-4.0,13.0,8.0,-12.0,91.0,692.0
3126854,2004,WN,OAK,CA,ONT,CA,0.0,9.0,3.0,-4.0,54.0,362.0
186674,2005,WN,ABQ,NM,ELP,TX,0.0,5.0,4.0,-13.0,33.0,223.0
4456762,2003,OO,SLC,UT,BOI,ID,3.0,16.0,3.0,7.0,51.0,291.0
1688233,2002,DL,SLC,UT,GTF,MT,-5.0,20.0,3.0,-2.0,65.0,463.0
2222588,2000,NW,MSP,MN,MCI,MO,-4.0,11.0,4.0,-15.0,62.0,393.0
1529243,2000,US,PHL,PA,ALB,NY,34.0,36.0,3.0,72.0,70.0,212.0
1426592,1997,US,PIT,PA,BNA,TN,-1.0,10.0,6.0,-6.0,71.0,462.0
4987926,2011,AA,MCO,FL,MIA,FL,0.0,13.0,4.0,-6.0,37.0,192.0
4728172,2004,UA,LAX,CA,JFK,NY,-1.0,25.0,5.0,-5.0,280.0,2475.0
3357158,2006,OO,LEX,KY,ORD,IL,19.0,15.0,4.0,1.0,59.0,323.0
2968518,2000,WN,PHX,AZ,ONT,CA,15.0,10.0,5.0,10.0,50.0,325.0
2699052,2001,AA,SNA,CA,DFW,TX,-1.0,14.0,10.0,0.0,145.0,1205.0
4176764,2005,AA,SFO,CA,DFW,TX,72.0,15.0,12.0,51.0,166.0,1464.0
2035502,2010,WN,DAL,TX,SAT,TX,-1.0,8.0,4.0,-13.0,41.0,248.0
2442702,1998,HP,PDX,OR,PHX,AZ,-4.0,9.0,5.0,-5.0,134.0,1009.0
1387897,2005,DH,BNA,TN,IAD,VA,-5.0,12.0,3.0,5.0,88.0,542.0
3064143,2014,UA,DEN,CO,BOS,MA,-1.0,15.0,7.0,-5.0,211.0,1754.0
1836116,2008,WN,SFO,CA,SAN,CA,105.0,9.0,2.0,105.0,74.0,447.0
4582615,2009,NW,MSP,MN,LGA,NY,-6.0,23.0,23.0,16.0,143.0,1020.0
